Id,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,Neighborhood,HouseStyle,RoofStyle,Exterior1st,KitchenQual,HeatingQC,CentralAir,SaleCondition,SalePrice,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area
314,12457,5,9,2003,571,4022,5,1,0,1,297,10,2,CollgCr,SLvl,Gable,VinylSd,Fa,TA,N,Abnorml,892192,73.0,12457.0,5.0,2003,2005.0,344.0,284.0,571.0,1145,1299,4022,0,1,0,10,2003.0,1,297.0
315,18142,5,6,1973,1563,1785,5,4,0,2,589,9,3,Mitchel,2Story,Gable,VinylSd,Gd,TA,N,Family,645295,66.0,18142.0,5.0,1973,1988.0,56.0,550.0,1563.0,2396,118,1785,1,4,0,9,1973.0,2,
316,12426,9,5,2012,1002,716,1,3,1,0,153,5,3,Sawyer,1.5Fin,Flat,BrkFace,Ex,TA,Y,Partial,614818,80.0,12426.0,9.0,2012,2026.0,213.0,616.0,1002.0,2140,9,716,1,3,1,5,2014.0,0,153.0
317,4917,5,8,2009,554,2063,2,1,1,2,547,6,0,Somerst,1.5Fin,Flat,VinylSd,Gd,Gd,Y,Abnorml,630284,70.0,4917.0,5.0,2009,2020.0,298.0,549.0,554.0,1304,925,2063,0,1,1,6,2009.0,2,547.0
318,13571,8,7,1984,1484,992,5,3,0,0,35,11,2,NridgHt,SLvl,Hip,Wd Sdng,Gd,Ex,Y,Abnorml,617595,73.0,13571.0,8.0,1984,2000.0,157.0,1009.0,1484.0,1935,560,992,0,3,0,11,1984.0,0,35.0
319,10245,6,4,2003,1886,4352,1,1,0,0,122,5,2,NridgHt,2Story,Hip,CemntBd,TA,Gd,N,Normal,964908,90.0,10245.0,6.0,2003,2021.0,407.0,298.0,1886.0,2203,428,4352,2,1,0,5,2005.0,0,122.0
320,6886,6,5,1968,928,1859,2,2,0,0,108,4,0,,SLvl,Hip,VinylSd,Gd,Ex,Y,Normal,545017,56.0,6886.0,6.0,1968,1971.0,460.0,129.0,928.0,2006,1558,1859,0,2,0,4,1968.0,0,108.0
321,6896,7,3,1958,1235,3334,1,1,0,4,932,7,1,OldTown,1.5Fin,Gable,VinylSd,Gd,TA,N,Partial,740603,78.0,6896.0,7.0,1958,1972.0,371.0,342.0,1235.0,1168,1584,3334,2,1,0,7,1960.0,4,932.0
322,19404,6,4,1962,2368,3726,1,2,2,1,292,4,0,CollgCr,2Story,Flat,BrkFace,TA,Gd,N,Normal,862876,98.0,19404.0,6.0,1962,1978.0,446.0,890.0,2368.0,1151,345,3726,1,2,2,4,1963.0,1,292.0
323,14626,9,9,1977,2106,1532,4,1,1,0,119,6,1,Mitchel,1.5Fin,Flat,Wd Sdng,Ex,Ex,N,Family,667489,80.0,14626.0,9.0,1977,1984.0,,565.0,2106.0,1427,1180,1532,1,1,1,6,1977.0,0,119.0
324,15608,7,10,1989,1818,1525,5,4,1,3,708,7,3,NridgHt,2Story,Gable,BrkFace,Ex,Fa,N,Normal,721291,49.0,15608.0,7.0,1989,2008.0,,862.0,1818.0,1056,1565,1525,1,4,1,7,1989.0,3,708.0
325,7697,9,9,1963,691,865,3,2,1,1,372,8,0,Edwards,SLvl,Flat,BrkFace,TA,TA,N,Partial,508750,41.0,7697.0,9.0,1963,1964.0,13.0,613.0,691.0,978,324,865,1,2,1,8,1965.0,1,372.0
326,16252,10,7,1968,1862,1042,1,3,1,3,719,4,0,CollgCr,1Story,Gable,BrkFace,Ex,Gd,N,Partial,659131,98.0,16252.0,10.0,1968,1984.0,305.0,991.0,1862.0,652,1002,1042,0,3,1,4,1970.0,3,719.0
327,12920,4,4,2016,2016,3847,4,2,1,3,785,10,2,NridgHt,1Story,Gable,BrkFace,Ex,Fa,N,Partial,923183,119.0,12920.0,4.0,2016,2025.0,242.0,1602.0,2016.0,2432,1608,3847,0,2,1,10,2016.0,3,785.0
328,17501,10,3,1954,724,2880,6,3,2,1,345,11,1,Somerst,SLvl,Hip,VinylSd,Fa,Fa,N,Abnorml,812352,112.0,17501.0,10.0,1954,1968.0,135.0,157.0,724.0,915,1563,2880,2,3,2,11,1956.0,1,345.0
329,4826,9,7,2013,2420,2147,5,3,1,2,455,7,0,OldTown,1.5Fin,Hip,CemntBd,Ex,TA,N,Normal,804755,52.0,4826.0,9.0,2013,2033.0,495.0,739.0,2420.0,778,1596,2147,1,3,1,7,2015.0,2,455.0
330,14309,8,9,1994,231,3308,2,2,0,2,591,4,0,Somerst,1Story,Hip,MetalSd,Ex,TA,Y,Family,892206,49.0,14309.0,8.0,1994,1994.0,335.0,515.0,231.0,2097,180,3308,0,2,0,4,1994.0,2,591.0
331,16843,9,7,1952,1923,3008,1,3,1,4,979,5,0,Mitchel,1Story,Flat,MetalSd,TA,Fa,N,Abnorml,889216,108.0,16843.0,9.0,1952,1953.0,400.0,505.0,1923.0,2077,265,3008,2,3,1,5,1954.0,4,979.0
332,12814,8,9,1975,2035,3202,1,2,1,2,452,5,3,Edwards,1Story,Flat,CemntBd,Ex,TA,N,Normal,905470,67.0,12814.0,8.0,1975,1990.0,497.0,1476.0,2035.0,1697,1258,3202,2,2,1,5,,2,452.0
333,18573,9,6,1994,314,3268,3,3,1,4,960,6,3,Sawyer,1.5Fin,Flat,CemntBd,Fa,Gd,Y,Abnorml,981592,104.0,18573.0,9.0,1994,2006.0,,1280.0,314.0,723,888,3268,2,3,1,6,1996.0,4,960.0
334,19357,6,10,1984,2182,3913,5,4,2,0,133,8,2,Mitchel,2Story,Gable,MetalSd,TA,Fa,N,Partial,964494,73.0,19357.0,6.0,1984,1997.0,296.0,1015.0,2182.0,818,1297,3913,1,4,2,8,1985.0,0,133.0
335,9670,9,7,1986,657,1650,6,2,1,1,249,9,1,NAmes,2Story,Hip,BrkFace,Fa,Fa,N,Normal,635052,56.0,9670.0,9.0,1986,1989.0,295.0,1216.0,657.0,716,879,1650,2,2,1,9,1988.0,1,249.0
336,8221,7,5,1953,1058,3834,3,2,2,0,124,5,0,CollgCr,1.5Fin,Flat,Wd Sdng,Ex,Fa,N,Normal,778846,84.0,8221.0,7.0,1953,1968.0,116.0,1262.0,1058.0,836,826,3834,1,2,2,5,1953.0,0,124.0
337,7605,6,4,2023,2049,4421,1,3,1,0,60,7,0,NridgHt,1.5Fin,Flat,BrkFace,Gd,Fa,Y,Abnorml,979265,48.0,7605.0,6.0,2023,2037.0,369.0,400.0,2049.0,1420,878,4421,2,3,1,7,2025.0,0,60.0
338,8739,6,7,2006,1672,1641,5,1,1,4,975,7,2,Sawyer,SLvl,Flat,MetalSd,TA,Gd,N,Family,692576,71.0,8739.0,6.0,2006,2008.0,26.0,937.0,1672.0,1454,977,1641,2,1,1,7,2008.0,4,975.0
339,15050,7,3,1954,223,3429,6,2,1,4,978,10,2,CollgCr,2Story,Hip,BrkFace,,Fa,N,Partial,774699,87.0,15050.0,7.0,1954,1956.0,298.0,219.0,223.0,1143,785,3429,2,2,1,10,1955.0,4,978.0
340,10715,7,6,1970,1797,3186,3,4,0,2,460,8,3,Sawyer,1.5Fin,Flat,BrkFace,Ex,Gd,N,Normal,836564,76.0,10715.0,7.0,1970,1980.0,245.0,277.0,1797.0,1332,9,3186,0,4,0,8,1972.0,2,460.0
341,16791,8,10,1953,213,3227,6,2,2,3,824,9,0,Sawyer,2Story,Flat,Wd Sdng,TA,Ex,Y,Abnorml,819199,60.0,16791.0,8.0,1953,1972.0,87.0,623.0,213.0,747,77,3227,1,2,2,9,1954.0,3,824.0
342,19920,5,9,1990,1849,2559,6,2,1,1,395,12,2,Somerst,2Story,Gable,BrkFace,TA,Gd,N,Family,796696,96.0,19920.0,5.0,1990,1994.0,268.0,13.0,1849.0,1597,1093,2559,2,2,1,12,1992.0,1,395.0
343,10355,3,3,2021,936,4314,1,4,0,2,619,4,0,Sawyer,SLvl,Flat,Wd Sdng,Gd,Ex,N,Abnorml,906544,109.0,10355.0,3.0,2021,2023.0,322.0,810.0,936.0,1233,408,4314,1,4,0,4,2023.0,2,619.0
344,6845,3,9,2008,2024,1085,2,2,0,2,513,7,3,OldTown,SLvl,Gable,CemntBd,Gd,TA,Y,Family,536330,78.0,6845.0,3.0,2008,2012.0,369.0,680.0,2024.0,2475,1496,1085,1,2,0,7,2009.0,2,513.0
345,16386,5,3,1987,1072,1564,5,4,0,2,589,10,0,NAmes,SLvl,Gable,Wd Sdng,Fa,Gd,N,Family,617357,118.0,,5.0,1987,1995.0,317.0,1723.0,1072.0,2077,764,1564,2,4,0,10,1987.0,2,589.0
346,11396,4,4,2021,240,813,3,2,1,2,595,9,0,NAmes,1.5Fin,Flat,CemntBd,Fa,TA,N,Partial,452802,107.0,11396.0,4.0,2021,2040.0,396.0,1270.0,240.0,925,28,813,2,2,1,9,2021.0,2,595.0
347,4347,5,7,1971,2063,2618,3,4,0,0,81,9,3,,1.5Fin,Gable,Wd Sdng,Ex,Gd,N,Partial,698256,41.0,4347.0,5.0,1971,1991.0,430.0,778.0,2063.0,1425,659,2618,0,4,0,9,1971.0,0,81.0
348,14815,9,7,1983,1080,2717,3,4,0,2,565,6,3,NAmes,2Story,Gable,VinylSd,Gd,Gd,,Family,867184,110.0,14815.0,9.0,1983,2001.0,194.0,1646.0,1080.0,1131,1550,2717,2,4,0,6,1985.0,2,565.0
349,8359,10,9,1964,2027,767,4,3,2,4,1004,9,3,CollgCr,2Story,Gable,Wd Sdng,Ex,Gd,N,Abnorml,627368,78.0,,10.0,1964,1981.0,75.0,1765.0,,1448,1706,767,1,3,2,9,1965.0,4,1004.0
350,19670,7,6,2024,16,2754,5,2,1,0,63,10,0,NridgHt,1Story,Hip,VinylSd,Fa,TA,Y,Partial,810337,53.0,19670.0,7.0,2024,2034.0,420.0,674.0,16.0,1042,1087,2754,1,2,1,10,2026.0,0,63.0
351,3946,4,10,2011,1859,3173,3,1,1,0,167,9,3,NridgHt,2Story,Gable,VinylSd,TA,TA,Y,Normal,792159,57.0,3946.0,4.0,2011,2023.0,348.0,901.0,1859.0,2245,390,3173,0,1,1,9,2012.0,0,167.0
352,15497,4,9,1982,729,1583,4,1,0,1,261,9,3,Somerst,2Story,Gable,Wd Sdng,Fa,Fa,N,Abnorml,555587,73.0,15497.0,4.0,1982,2001.0,124.0,685.0,729.0,745,36,1583,2,1,0,9,1984.0,1,261.0
353,6149,8,6,2012,1824,4226,4,4,1,4,1033,9,0,Sawyer,1.5Fin,Flat,MetalSd,Fa,Fa,Y,Normal,1064096,54.0,,8.0,2012,2028.0,16.0,881.0,1824.0,685,1385,4226,1,4,1,9,2012.0,4,1033.0
354,14198,10,6,1969,2028,2759,6,1,1,3,771,8,3,Somerst,2Story,Gable,Wd Sdng,Gd,Fa,N,Normal,885557,53.0,14198.0,10.0,1969,1978.0,293.0,1670.0,2028.0,822,8,2759,1,1,1,8,1971.0,3,771.0
355,5507,3,4,2015,1740,2291,1,4,2,4,944,5,2,CollgCr,1Story,Gable,BrkFace,Gd,Gd,N,Normal,671320,110.0,5507.0,3.0,2015,2029.0,485.0,1686.0,1740.0,2153,1283,2291,1,4,2,5,2017.0,4,944.0
356,16639,7,8,2008,1842,3155,3,3,0,1,267,5,2,CollgCr,SLvl,Flat,VinylSd,Ex,Fa,Y,Normal,921558,59.0,16639.0,7.0,2008,2024.0,358.0,1760.0,1842.0,1905,1502,3155,1,3,0,5,2009.0,1,267.0
357,18634,10,9,2012,1240,3133,5,3,2,3,737,7,1,OldTown,1Story,Gable,VinylSd,Ex,Gd,Y,Abnorml,1039294,74.0,18634.0,10.0,2012,2031.0,56.0,1333.0,1240.0,1123,509,3133,1,3,2,7,2013.0,3,737.0
358,7756,6,9,2018,781,952,3,4,0,3,768,5,0,OldTown,2Story,Flat,BrkFace,Fa,Fa,Y,Family,609864,76.0,7756.0,6.0,2018,2031.0,97.0,1217.0,781.0,2192,463,952,2,4,0,5,2019.0,3,768.0
359,10950,6,7,2022,1604,808,3,1,0,3,766,8,2,NAmes,SLvl,Hip,BrkFace,Fa,Gd,Y,Normal,613056,117.0,10950.0,6.0,2022,2025.0,9.0,278.0,1604.0,1943,1420,808,0,1,0,8,2024.0,3,766.0
360,13349,4,7,2003,1938,1078,4,3,1,3,665,7,2,Edwards,SLvl,Hip,BrkFace,Gd,Gd,N,Family,576279,66.0,13349.0,4.0,2003,2006.0,225.0,615.0,1938.0,1927,1796,1078,2,3,1,7,2004.0,3,665.0
361,12613,9,9,1996,1934,3875,2,2,1,0,170,7,1,OldTown,2Story,Gable,CemntBd,Fa,Ex,N,Family,987068,83.0,12613.0,9.0,1996,2016.0,160.0,656.0,1934.0,1735,705,3875,0,2,1,7,1997.0,0,170.0
362,10691,6,3,1952,1469,4208,3,3,2,1,264,9,0,CollgCr,1.5Fin,Hip,VinylSd,Gd,Ex,Y,Family,844017,66.0,10691.0,6.0,1952,1972.0,214.0,1235.0,1469.0,582,639,4208,1,3,2,9,1953.0,1,264.0
363,14151,8,3,2021,1095,4271,2,1,2,0,112,7,0,CollgCr,1Story,Flat,VinylSd,Ex,Gd,,Abnorml,1008251,73.0,14151.0,8.0,2021,2038.0,77.0,1423.0,1095.0,940,264,4271,0,1,2,7,2023.0,0,112.0
364,8145,7,10,2014,2041,3600,1,2,2,2,525,4,0,Edwards,SLvl,Hip,VinylSd,Gd,Fa,N,Partial,950602,104.0,8145.0,7.0,2014,,211.0,411.0,2041.0,2211,210,3600,0,2,2,4,2015.0,2,525.0
365,8611,4,7,1997,1699,2077,6,2,0,4,987,9,1,Sawyer,SLvl,Hip,BrkFace,TA,Ex,N,Abnorml,631622,102.0,8611.0,4.0,1997,2010.0,353.0,981.0,1699.0,2254,785,2077,0,2,0,9,1999.0,4,987.0
366,19952,4,4,1993,1289,2245,2,4,0,3,669,5,0,Somerst,SLvl,Hip,CemntBd,TA,TA,N,Normal,700962,72.0,19952.0,4.0,1993,2007.0,104.0,643.0,1289.0,1171,1030,2245,2,4,0,5,1994.0,3,669.0
367,7812,9,10,1976,2229,3157,5,4,2,2,606,10,1,Somerst,1Story,Gable,CemntBd,TA,Fa,Y,Partial,907534,46.0,7812.0,9.0,1976,1983.0,210.0,363.0,2229.0,803,1205,3157,2,4,2,10,1978.0,2,606.0
368,6041,7,8,1970,95,714,5,3,0,2,548,11,0,NAmes,1.5Fin,Hip,CemntBd,TA,Ex,Y,Normal,449659,51.0,,7.0,1970,1983.0,256.0,815.0,95.0,686,626,714,1,3,0,11,1970.0,2,548.0
369,12763,3,10,1993,967,3898,6,2,1,2,512,12,1,Sawyer,2Story,Gable,Wd Sdng,Gd,TA,N,Normal,820187,94.0,12763.0,3.0,1993,2003.0,396.0,653.0,967.0,1956,342,3898,0,2,1,12,1995.0,2,512.0
370,16949,9,4,1961,254,2340,2,4,0,3,679,6,3,Sawyer,1.5Fin,Flat,BrkFace,Fa,Fa,N,Family,741856,75.0,16949.0,9.0,1961,1975.0,313.0,596.0,254.0,1008,133,2340,0,4,0,6,1963.0,3,679.0
371,7729,5,10,2008,529,3485,5,1,2,1,336,10,0,OldTown,1.5Fin,Gable,CemntBd,Fa,Ex,Y,Partial,817960,45.0,7729.0,,2008,2020.0,471.0,,529.0,2483,1687,3485,0,1,2,10,2008.0,1,336.0
372,12489,3,5,1965,1521,1848,3,3,1,3,667,6,1,Sawyer,1Story,Hip,Wd Sdng,Gd,Gd,N,Normal,536945,40.0,12489.0,3.0,1965,1978.0,241.0,1423.0,1521.0,1228,93,1848,0,3,1,6,1966.0,3,
373,14424,4,3,2003,1970,2947,3,4,1,3,781,9,1,OldTown,SLvl,Hip,BrkFace,Gd,TA,Y,Family,821911,82.0,14424.0,4.0,2003,2006.0,446.0,1296.0,1970.0,1311,610,2947,1,4,1,9,2005.0,3,781.0
374,10629,9,8,2019,187,3346,4,3,2,0,42,6,2,CollgCr,1Story,Gable,CemntBd,Ex,Gd,N,Normal,895921,56.0,10629.0,9.0,2019,,434.0,1005.0,187.0,1551,595,3346,2,3,2,6,2021.0,0,42.0
375,8889,3,7,1976,1004,3998,6,4,0,4,1035,10,3,NAmes,SLvl,Gable,Wd Sdng,Fa,Gd,N,Normal,846630,73.0,8889.0,3.0,1976,1989.0,376.0,1179.0,1004.0,600,933,3998,2,4,0,10,1977.0,4,1035.0
376,13399,9,7,1961,469,1006,5,2,1,1,266,9,0,OldTown,1.5Fin,Hip,MetalSd,Ex,TA,Y,Normal,569075,60.0,13399.0,9.0,1961,1971.0,372.0,1601.0,469.0,1886,1490,1006,0,2,1,9,1962.0,1,266.0
377,4916,7,9,1962,1310,1183,4,3,1,3,690,6,1,Edwards,2Story,Hip,CemntBd,Fa,Ex,N,Normal,531768,96.0,4916.0,7.0,1962,1970.0,31.0,496.0,1310.0,1112,1065,1183,2,3,1,6,1963.0,3,690.0
378,18231,9,4,2011,118,2269,6,2,0,2,581,12,0,Edwards,2Story,Hip,CemntBd,Fa,Fa,Y,Abnorml,783926,110.0,18231.0,9.0,2011,2022.0,361.0,667.0,118.0,1032,1221,2269,0,2,0,12,2012.0,2,581.0
379,15232,5,6,2018,1735,4333,5,4,0,0,118,11,2,OldTown,1Story,Gable,BrkFace,TA,TA,N,Partial,1021909,94.0,15232.0,5.0,2018,2022.0,70.0,770.0,1735.0,2179,1073,4333,1,4,0,11,2019.0,0,118.0
380,9971,7,3,1970,2187,2906,1,3,0,3,838,3,1,Somerst,SLvl,Gable,CemntBd,TA,TA,N,Family,777983,111.0,9971.0,7.0,1970,,265.0,574.0,2187.0,856,691,2906,1,3,0,3,1970.0,3,838.0
381,11058,8,8,1976,1883,3055,3,1,2,1,385,5,3,NAmes,1Story,Flat,MetalSd,Fa,Fa,N,Normal,855192,41.0,11058.0,8.0,1976,1978.0,106.0,1672.0,1883.0,563,888,3055,2,1,2,5,1978.0,1,385.0
382,5540,3,10,1965,1445,3929,4,3,1,1,398,6,0,Mitchel,1.5Fin,Gable,BrkFace,Ex,Gd,Y,Partial,786895,54.0,5540.0,3.0,1965,1967.0,287.0,1609.0,1445.0,2449,1406,3929,0,3,1,6,1965.0,1,398.0
383,14725,6,4,1988,905,1559,4,3,0,2,566,10,1,,2Story,Flat,BrkFace,Ex,TA,N,Abnorml,618666,49.0,14725.0,6.0,1988,1990.0,166.0,804.0,905.0,1328,274,1559,1,3,0,10,,2,566.0
384,9349,5,4,1966,266,1121,3,2,2,2,489,5,2,Mitchel,1Story,Hip,VinylSd,TA,Fa,N,Partial,422700,59.0,9349.0,5.0,1966,1968.0,339.0,747.0,266.0,2250,701,1121,2,2,2,5,1968.0,2,489.0
385,19983,10,10,1996,2118,3708,1,2,0,2,547,7,3,NridgHt,1Story,Hip,MetalSd,TA,Ex,Y,Abnorml,1124978,109.0,19983.0,10.0,1996,2009.0,244.0,233.0,2118.0,1426,1003,3708,1,2,0,7,1996.0,2,547.0
386,16887,4,6,1975,673,1948,3,1,2,0,7,8,3,NAmes,1.5Fin,Hip,MetalSd,Ex,Fa,Y,Partial,567204,44.0,16887.0,4.0,1975,1978.0,269.0,1154.0,673.0,1638,735,1948,1,1,2,8,1977.0,0,7.0
387,13931,6,4,2006,391,3161,4,1,0,0,8,9,2,CollgCr,2Story,Gable,BrkFace,Ex,TA,N,Normal,755064,87.0,13931.0,6.0,2006,2017.0,192.0,409.0,391.0,2032,1536,3161,0,1,0,9,2006.0,0,8.0
388,4828,3,7,1998,1645,992,5,4,0,4,1048,11,0,Mitchel,SLvl,Hip,BrkFace,Ex,TA,Y,Family,513879,114.0,4828.0,,1998,2002.0,160.0,1212.0,1645.0,1626,385,992,2,4,0,11,1999.0,4,1048.0
389,13754,6,4,1963,50,3037,6,1,2,1,366,9,2,NridgHt,SLvl,Hip,CemntBd,Fa,Gd,Y,Abnorml,679002,110.0,13754.0,6.0,1963,,489.0,1117.0,50.0,1011,337,3037,0,1,2,9,1963.0,1,366.0
390,4982,5,7,2024,1785,2701,6,3,1,4,1018,9,1,Mitchel,1.5Fin,Flat,Wd Sdng,TA,TA,Y,Abnorml,792443,58.0,,5.0,2024,,88.0,368.0,1785.0,693,1662,2701,2,3,1,9,2025.0,4,1018.0
391,10778,3,9,1994,800,1420,6,2,0,2,488,11,3,NridgHt,1.5Fin,Flat,Wd Sdng,Fa,TA,Y,Normal,550041,95.0,10778.0,3.0,1994,2012.0,235.0,1396.0,,1446,826,1420,1,2,0,11,1994.0,2,488.0
392,4382,10,6,1950,913,3439,2,4,2,1,281,7,2,Sawyer,2Story,Hip,MetalSd,Ex,TA,Y,Normal,838381,56.0,4382.0,10.0,1950,1967.0,467.0,1572.0,913.0,708,39,3439,0,4,2,7,1950.0,1,281.0
393,3983,4,5,1987,1803,1396,6,3,0,0,50,9,2,OldTown,2Story,Hip,MetalSd,TA,Gd,Y,Abnorml,483531,45.0,3983.0,4.0,1987,2004.0,272.0,1126.0,1803.0,2146,467,1396,0,3,0,9,1988.0,0,50.0
394,8769,7,4,1952,562,2152,6,1,1,1,298,11,1,NridgHt,1.5Fin,Flat,MetalSd,Fa,Ex,Y,Abnorml,560695,79.0,8769.0,7.0,1952,1962.0,175.0,55.0,562.0,2125,459,2152,0,1,1,11,1952.0,1,298.0
395,9214,6,9,1997,1302,3055,4,2,0,4,1030,7,2,OldTown,1.5Fin,Gable,VinylSd,TA,Gd,N,Abnorml,853718,86.0,9214.0,6.0,1997,2000.0,279.0,1489.0,,786,1489,3055,0,2,0,7,1999.0,4,1030.0
396,5667,10,4,1971,2083,2189,6,3,1,4,998,9,2,NridgHt,SLvl,Flat,BrkFace,Fa,TA,N,Normal,762966,45.0,5667.0,10.0,1971,1984.0,181.0,945.0,2083.0,748,268,2189,2,3,1,9,1972.0,4,998.0
397,10193,6,10,1980,1621,1495,3,4,1,4,920,7,2,CollgCr,2Story,Gable,Wd Sdng,Fa,TA,Y,Normal,678783,85.0,10193.0,6.0,1980,1991.0,346.0,1450.0,1621.0,524,432,1495,2,4,1,7,1982.0,4,920.0
398,19785,8,9,2007,1915,2371,4,3,1,2,509,9,0,OldTown,SLvl,Gable,Wd Sdng,Ex,TA,Y,Partial,897738,66.0,19785.0,8.0,2007,2020.0,395.0,429.0,1915.0,626,1503,2371,0,3,1,9,2009.0,2,509.0
399,19803,4,7,1979,403,1085,1,3,0,4,931,5,1,NridgHt,1.5Fin,Hip,Wd Sdng,Gd,Gd,N,Normal,530949,71.0,19803.0,4.0,1979,1980.0,444.0,897.0,403.0,2200,44,1085,0,3,0,5,1981.0,4,931.0
400,12235,8,9,2001,2375,3703,6,1,1,4,918,11,1,Edwards,2Story,Hip,MetalSd,Fa,Fa,N,Normal,1002212,53.0,12235.0,8.0,2001,2010.0,369.0,1633.0,2375.0,2099,1207,3703,2,1,1,11,2003.0,4,918.0
401,9155,9,9,1976,1796,2443,5,1,1,1,367,8,2,NAmes,SLvl,Flat,Wd Sdng,TA,Gd,N,Family,788692,85.0,9155.0,9.0,1976,1995.0,348.0,596.0,1796.0,955,1033,2443,2,1,1,8,1978.0,1,367.0
402,16217,7,8,1952,2324,3816,1,2,0,2,585,7,3,Sawyer,2Story,Hip,VinylSd,Fa,Gd,N,Normal,919712,111.0,16217.0,7.0,1952,1961.0,329.0,1702.0,2324.0,767,346,3816,0,2,0,7,1952.0,2,585.0
403,17795,7,4,1971,427,3364,5,2,0,4,1005,7,1,Edwards,1Story,Hip,Wd Sdng,Gd,Gd,N,Normal,838991,92.0,17795.0,7.0,1971,1982.0,411.0,1418.0,427.0,905,252,3364,2,2,0,7,1971.0,4,1005.0
404,4882,8,3,1971,1338,4121,4,4,0,0,33,10,3,Mitchel,1Story,Hip,MetalSd,Gd,Gd,N,Family,908951,119.0,4882.0,8.0,1971,1974.0,354.0,141.0,1338.0,2186,750,4121,0,4,0,10,1971.0,0,33.0
405,18557,5,7,1975,2058,3535,6,4,1,1,221,9,3,CollgCr,SLvl,Flat,MetalSd,TA,Fa,N,Family,904329,59.0,18557.0,5.0,1975,1993.0,135.0,1677.0,2058.0,1320,1456,3535,0,4,1,9,1976.0,1,221.0
406,4280,4,7,2008,1420,3468,6,3,1,4,924,11,1,OldTown,SLvl,Hip,BrkFace,Gd,Ex,N,Normal,810648,70.0,4280.0,4.0,2008,2024.0,,1736.0,1420.0,1262,1332,3468,0,3,1,11,2009.0,4,924.0
407,8175,7,7,1958,889,4322,4,4,2,0,94,6,0,NridgHt,SLvl,Hip,MetalSd,TA,Gd,Y,Family,860955,60.0,8175.0,7.0,1958,1964.0,247.0,1629.0,889.0,1905,1622,4322,1,4,2,6,1958.0,0,94.0
408,5398,10,9,1993,1635,4105,2,4,0,0,64,4,1,NridgHt,SLvl,Hip,BrkFace,Ex,Ex,Y,Family,1001804,62.0,5398.0,10.0,1993,1997.0,98.0,1628.0,1635.0,1790,76,4105,0,4,0,4,1993.0,0,64.0
409,18426,7,5,1971,73,3086,1,2,1,0,136,6,1,,1Story,Flat,Wd Sdng,Gd,Fa,N,Abnorml,741430,92.0,18426.0,7.0,1971,1986.0,490.0,,73.0,2420,768,3086,2,2,1,6,1972.0,0,136.0
410,4128,6,10,1956,2141,3225,6,1,1,2,553,8,0,NAmes,SLvl,Gable,MetalSd,TA,Gd,Y,Normal,725554,43.0,4128.0,6.0,1956,1963.0,126.0,1378.0,2141.0,1820,1795,3225,1,1,1,8,1957.0,2,553.0
411,16817,3,3,1993,787,3385,6,1,0,0,170,9,1,NAmes,SLvl,Flat,VinylSd,TA,TA,Y,Abnorml,745548,62.0,16817.0,3.0,1993,1996.0,,1022.0,787.0,672,1311,3385,2,1,0,9,1995.0,0,170.0
412,15945,9,4,1979,875,1033,3,3,0,0,102,7,0,Sawyer,2Story,Hip,MetalSd,Ex,TA,N,Normal,556867,82.0,15945.0,9.0,1979,1990.0,285.0,285.0,875.0,1692,523,1033,2,3,0,7,1979.0,0,102.0
413,10161,9,7,2013,417,3518,5,2,1,0,153,9,3,OldTown,1.5Fin,Gable,Wd Sdng,Fa,Ex,,Normal,933001,92.0,10161.0,9.0,2013,2030.0,152.0,1297.0,417.0,1700,1579,3518,2,2,1,9,2013.0,0,153.0
414,17709,9,6,2014,2406,3486,1,2,0,4,911,5,1,Sawyer,2Story,Flat,VinylSd,Ex,Gd,N,Family,1049422,71.0,17709.0,9.0,2014,2025.0,115.0,620.0,2406.0,1030,1095,3486,0,2,0,5,2015.0,4,911.0
415,9619,5,9,1976,155,1575,6,4,2,2,474,10,2,NAmes,SLvl,Flat,Wd Sdng,Ex,Gd,N,Partial,545815,74.0,9619.0,5.0,1976,1979.0,482.0,495.0,155.0,2378,1276,1575,2,4,2,10,1977.0,2,474.0
416,9744,3,6,1978,2490,4174,4,3,0,3,821,6,0,Mitchel,1Story,Gable,VinylSd,Gd,Gd,Y,Normal,869276,60.0,9744.0,3.0,1978,1986.0,498.0,517.0,2490.0,2164,99,4174,2,3,0,6,1978.0,3,821.0
417,9696,6,4,2004,1913,1875,2,2,0,3,705,8,1,Somerst,1.5Fin,Flat,BrkFace,Gd,TA,,Normal,679896,53.0,9696.0,6.0,2004,2022.0,152.0,1348.0,1913.0,653,1216,1875,2,2,0,8,2006.0,3,705.0
418,16049,9,5,2010,1807,2331,5,4,0,3,665,10,3,CollgCr,1.5Fin,Flat,CemntBd,Gd,Gd,N,Family,902644,88.0,16049.0,9.0,2010,2017.0,394.0,315.0,1807.0,544,98,2331,1,4,0,10,2011.0,3,665.0
